CMDLINE /home/shuki/anaconda3/envs/torch/bin/python3.8 triplets_gui.py
MEM 5936.097656 1616578567.0604
MEM 5975.269531 1616578567.1607
MEM 6059.781250 1616578567.2609
MEM 6098.671875 1616578567.3612
MEM 6172.886719 1616578567.4614
MEM 6230.894531 1616578567.5617
MEM 6230.894531 1616578567.6619
MEM 6230.894531 1616578567.7621
MEM 6232.957031 1616578567.8624
MEM 6232.957031 1616578567.9626
MEM 6232.957031 1616578568.0629
MEM 6294.832031 1616578568.1632
MEM 6294.832031 1616578568.2634
MEM 6294.832031 1616578568.3637
MEM 6296.894531 1616578568.4640
MEM 6296.894531 1616578568.5642
MEM 6296.894531 1616578568.6645
MEM 6296.894531 1616578568.7647
MEM 6358.769531 1616578568.8650
MEM 6358.769531 1616578568.9652
MEM 6358.769531 1616578569.0655
MEM 6360.832031 1616578569.1657
MEM 6360.832031 1616578569.2660
MEM 6360.832031 1616578569.3663
MEM 6360.832031 1616578569.4665
MEM 6360.832031 1616578569.5668
MEM 6422.964844 1616578569.6671
MEM 6422.964844 1616578569.7673
MEM 6422.964844 1616578569.8675
MEM 6422.964844 1616578569.9678
MEM 6424.769531 1616578570.0680
MEM 6424.769531 1616578570.1683
MEM 6424.769531 1616578570.2686
MEM 6424.769531 1616578570.3688
MEM 6486.902344 1616578570.4691
MEM 6486.902344 1616578570.5694
MEM 6486.902344 1616578570.6697
MEM 6486.902344 1616578570.7699
MEM 6488.964844 1616578570.8702
MEM 6488.964844 1616578570.9704
MEM 6488.964844 1616578571.0707
MEM 6488.964844 1616578571.1710
MEM 6488.964844 1616578571.2712
MEM 6550.839844 1616578571.3715
MEM 6550.839844 1616578571.4717
MEM 6550.839844 1616578571.5720
MEM 6550.839844 1616578571.6723
MEM 6552.902344 1616578571.7725
MEM 6552.902344 1616578571.8728
MEM 6552.902344 1616578571.9730
MEM 6552.902344 1616578572.0733
MEM 6552.902344 1616578572.1735
MEM 6614.777344 1616578572.2738
MEM 6616.839844 1616578572.3741
MEM 6616.839844 1616578572.4743
MEM 6616.839844 1616578572.5746
MEM 6616.839844 1616578572.6749
MEM 6616.839844 1616578572.7751
MEM 6623.285156 1616578572.8754
MEM 6678.972656 1616578572.9757
MEM 6678.972656 1616578573.0759
MEM 6678.972656 1616578573.1762
MEM 6680.777344 1616578573.2764
MEM 6680.777344 1616578573.3767
MEM 6680.777344 1616578573.4769
MEM 6680.777344 1616578573.5772
MEM 6742.910156 1616578573.6775
MEM 6742.910156 1616578573.7777
MEM 6742.910156 1616578573.8780
MEM 6744.972656 1616578573.9782
MEM 6744.972656 1616578574.0785
MEM 6744.972656 1616578574.1787
MEM 6806.847656 1616578574.2790
MEM 6806.847656 1616578574.3792
MEM 6808.910156 1616578574.4795
MEM 6808.910156 1616578574.5797
MEM 6808.910156 1616578574.6800
MEM 5091.199219 1616578574.7802
MEM 5091.199219 1616578574.8808
MEM 5091.199219 1616578574.9813
MEM 5091.199219 1616578575.0819
MEM 5091.199219 1616578575.1824
MEM 5091.199219 1616578575.2830
MEM 5091.199219 1616578575.3836
MEM 5091.199219 1616578575.4842
MEM 5091.199219 1616578575.5848
MEM 5091.199219 1616578575.6854
MEM 5091.199219 1616578575.7859
MEM 5091.199219 1616578575.8865
MEM 5091.199219 1616578575.9872
MEM 5091.199219 1616578576.0877
MEM 5091.199219 1616578576.1883
MEM 5091.199219 1616578576.2889
MEM 5091.199219 1616578576.3895
MEM 5091.199219 1616578576.4901
MEM 5091.199219 1616578576.5907
MEM 5091.199219 1616578576.6913
MEM 5091.199219 1616578576.7919
MEM 5091.199219 1616578576.8925
MEM 5091.199219 1616578576.9930
MEM 5091.199219 1616578577.0936
MEM 5091.199219 1616578577.1941
MEM 5091.199219 1616578577.2943
MEM 5091.199219 1616578577.3946
MEM 5091.199219 1616578577.4950
MEM 5091.199219 1616578577.5952
MEM 5091.199219 1616578577.6958
MEM 5091.199219 1616578577.7964
MEM 5091.199219 1616578577.8968
MEM 5091.199219 1616578577.9971
MEM 5091.199219 1616578578.0973
MEM 5091.199219 1616578578.1977
MEM 5091.199219 1616578578.2980
MEM 5091.199219 1616578578.3982
MEM 5091.199219 1616578578.4988
MEM 5091.199219 1616578578.5991
MEM 5091.199219 1616578578.6996
MEM 5091.199219 1616578578.8002
MEM 5091.199219 1616578578.9008
MEM 5091.199219 1616578579.0013
MEM 5091.199219 1616578579.1019
MEM 5091.199219 1616578579.2025
MEM 5091.199219 1616578579.3031
MEM 5091.199219 1616578579.4036
MEM 5091.199219 1616578579.5042
MEM 5091.199219 1616578579.6048
MEM 5091.199219 1616578579.7053
MEM 5091.199219 1616578579.8059
MEM 5091.199219 1616578579.9065
MEM 5091.199219 1616578580.0071
MEM 5091.199219 1616578580.1076
MEM 5091.199219 1616578580.2082
MEM 5091.199219 1616578580.3087
MEM 5091.199219 1616578580.4093
MEM 5091.199219 1616578580.5099
MEM 5091.199219 1616578580.6105
MEM 5091.199219 1616578580.7111
MEM 5091.199219 1616578580.8116
MEM 5091.199219 1616578580.9122
MEM 5091.199219 1616578581.0128
MEM 5091.199219 1616578581.1133
MEM 5091.199219 1616578581.2139
MEM 5091.199219 1616578581.3144
MEM 5091.199219 1616578581.4150
MEM 5091.199219 1616578581.5153
MEM 5091.199219 1616578581.6155
MEM 5091.199219 1616578581.7157
MEM 5091.199219 1616578581.8160
MEM 5091.199219 1616578581.9162
MEM 5091.199219 1616578582.0165
MEM 5091.199219 1616578582.1167
MEM 5091.199219 1616578582.2170
MEM 5091.199219 1616578582.3173
MEM 5171.632812 1616578582.4176
MEM 5171.632812 1616578582.5178
MEM 5171.632812 1616578582.6181
MEM 5175.500000 1616578582.7183
MEM 5175.500000 1616578582.8186
MEM 5175.500000 1616578582.9189
MEM 5175.500000 1616578583.0191
MEM 5175.500000 1616578583.1194
MEM 5276.324219 1616578583.2196
MEM 5374.527344 1616578583.3199
MEM 5374.527344 1616578583.4201
MEM 5374.527344 1616578583.5204
MEM 5393.308594 1616578583.6206
MEM 5455.480469 1616578583.7209
MEM 5507.546875 1616578583.8212
MEM 5613.160156 1616578583.9214
MEM 5699.457031 1616578584.0217
MEM 5783.355469 1616578584.1219
MEM 5855.242188 1616578584.2222
MEM 5915.566406 1616578584.3224
MEM 5915.566406 1616578584.4226
MEM 5915.566406 1616578584.5229
MEM 5917.628906 1616578584.6231
MEM 5917.628906 1616578584.7233
MEM 5917.628906 1616578584.8236
MEM 5917.628906 1616578584.9238
MEM 5917.628906 1616578585.0241
MEM 5971.511719 1616578585.1244
MEM 5979.503906 1616578585.2246
MEM 5979.503906 1616578585.3249
MEM 5979.503906 1616578585.4251
MEM 5981.566406 1616578585.5254
MEM 5981.566406 1616578585.6256
MEM 5981.566406 1616578585.7259
MEM 5981.566406 1616578585.8261
MEM 6043.699219 1616578585.9264
MEM 6043.699219 1616578586.0266
MEM 6043.699219 1616578586.1269
MEM 6045.503906 1616578586.2271
MEM 6045.503906 1616578586.3273
MEM 6045.503906 1616578586.4276
MEM 6107.636719 1616578586.5278
MEM 6107.636719 1616578586.6281
MEM 6109.699219 1616578586.7283
MEM 6109.699219 1616578586.8286
MEM 6109.699219 1616578586.9289
MEM 6171.574219 1616578587.0291
MEM 6171.574219 1616578587.1294
MEM 6171.574219 1616578587.2297
MEM 6171.574219 1616578587.3299
MEM 6171.574219 1616578587.4302
MEM 6173.636719 1616578587.5304
MEM 6173.636719 1616578587.6307
MEM 6173.636719 1616578587.7310
MEM 6173.636719 1616578587.8313
MEM 6173.636719 1616578587.9315
MEM 6173.636719 1616578588.0318
MEM 6173.636719 1616578588.1321
MEM 6235.511719 1616578588.2323
MEM 6235.511719 1616578588.3326
MEM 6235.511719 1616578588.4329
MEM 6235.511719 1616578588.5331
MEM 6235.511719 1616578588.6334
MEM 6237.574219 1616578588.7336
MEM 6237.574219 1616578588.8339
MEM 6237.574219 1616578588.9341
MEM 6237.574219 1616578589.0344
MEM 6237.574219 1616578589.1347
MEM 6299.707031 1616578589.2350
MEM 6299.707031 1616578589.3352
MEM 6299.707031 1616578589.4355
MEM 6299.707031 1616578589.5357
MEM 6299.707031 1616578589.6360
MEM 6299.707031 1616578589.7363
MEM 6301.511719 1616578589.8365
MEM 6301.511719 1616578589.9368
MEM 6301.511719 1616578590.0370
MEM 6323.683594 1616578590.1373
MEM 6365.707031 1616578590.2376
MEM 6365.707031 1616578590.3378
MEM 6365.707031 1616578590.4381
MEM 6427.582031 1616578590.5383
MEM 6427.582031 1616578590.6386
MEM 6429.644531 1616578590.7389
MEM 6429.644531 1616578590.8391
MEM 6429.644531 1616578590.9393
MEM 6429.644531 1616578591.0396
MEM 6429.644531 1616578591.1398
MEM 6429.644531 1616578591.2401
MEM 6429.644531 1616578591.3403
MEM 6491.519531 1616578591.4406
MEM 6491.519531 1616578591.5409
MEM 6493.582031 1616578591.6411
MEM 6493.582031 1616578591.7414
MEM 6493.582031 1616578591.8416
MEM 6493.582031 1616578591.9419
MEM 6493.582031 1616578592.0421
MEM 6493.582031 1616578592.1424
MEM 5090.535156 1616578592.2427
MEM 5090.535156 1616578592.3430
MEM 5158.812500 1616578592.4432
MEM 5160.585938 1616578592.5435
MEM 5160.585938 1616578592.6437
MEM 5160.585938 1616578592.7440
MEM 5260.593750 1616578592.8442
MEM 5264.687500 1616578592.9445
MEM 5264.652344 1616578593.0447
MEM 5264.652344 1616578593.1451
MEM 5383.800781 1616578593.2453
MEM 5383.800781 1616578593.3455
MEM 5383.800781 1616578593.4458
MEM 5383.800781 1616578593.5461
MEM 5383.800781 1616578593.6463
MEM 5433.554688 1616578593.7466
MEM 5535.109375 1616578593.8468
MEM 5626.574219 1616578593.9470
MEM 5681.933594 1616578594.0472
MEM 5681.933594 1616578594.1475
MEM 5681.933594 1616578594.2477
MEM 5681.933594 1616578594.3480
MEM 5739.054688 1616578594.4482
MEM 5786.027344 1616578594.5484
MEM 5887.625000 1616578594.6487
MEM 5931.445312 1616578594.7490
MEM 5931.441406 1616578594.8492
MEM 5933.476562 1616578594.9494
MEM 5933.476562 1616578595.0497
MEM 5933.476562 1616578595.1500
MEM 5933.476562 1616578595.2502
MEM 5995.351562 1616578595.3505
MEM 5995.351562 1616578595.4507
MEM 5995.351562 1616578595.5511
MEM 5997.414062 1616578595.6513
MEM 5997.414062 1616578595.7516
MEM 5997.414062 1616578595.8518
MEM 5997.414062 1616578595.9521
MEM 6029.125000 1616578596.0524
MEM 6059.546875 1616578596.1527
MEM 6059.546875 1616578596.2529
MEM 6059.546875 1616578596.3532
MEM 6061.351562 1616578596.4534
MEM 6061.351562 1616578596.5537
MEM 6061.351562 1616578596.6540
MEM 6061.351562 1616578596.7543
MEM 6061.351562 1616578596.8545
MEM 6123.484375 1616578596.9548
MEM 6123.484375 1616578597.0551
MEM 6123.484375 1616578597.1553
MEM 6125.546875 1616578597.2556
MEM 6125.546875 1616578597.3558
MEM 6125.546875 1616578597.4561
MEM 6125.546875 1616578597.5564
MEM 6125.546875 1616578597.6566
MEM 6125.546875 1616578597.7569
MEM 6187.421875 1616578597.8571
MEM 6187.421875 1616578597.9574
MEM 6187.421875 1616578598.0577
MEM 6187.421875 1616578598.1579
MEM 6189.484375 1616578598.2582
MEM 6189.484375 1616578598.3585
MEM 6189.484375 1616578598.4587
MEM 6189.484375 1616578598.5590
MEM 6189.484375 1616578598.6593
MEM 6251.359375 1616578598.7595
MEM 6251.359375 1616578598.8598
MEM 6251.359375 1616578598.9600
MEM 6253.421875 1616578599.0603
MEM 6253.421875 1616578599.1606
MEM 6253.421875 1616578599.2608
MEM 6253.421875 1616578599.3611
MEM 6315.554688 1616578599.4614
MEM 6315.554688 1616578599.5616
MEM 6317.359375 1616578599.6619
MEM 6317.359375 1616578599.7621
MEM 6317.359375 1616578599.8624
MEM 6317.359375 1616578599.9627
MEM 6366.085938 1616578600.0630
MEM 6381.554688 1616578600.1633
MEM 6381.554688 1616578600.2635
MEM 6381.554688 1616578600.3638
MEM 6381.554688 1616578600.4640
MEM 6381.554688 1616578600.5643
MEM 6381.554688 1616578600.6646
MEM 6381.554688 1616578600.7648
MEM 6443.429688 1616578600.8651
MEM 6443.429688 1616578600.9653
MEM 6445.492188 1616578601.0656
MEM 6445.492188 1616578601.1659
MEM 6445.492188 1616578601.2661
MEM 6507.367188 1616578601.3664
MEM 6507.367188 1616578601.4667
MEM 6507.367188 1616578601.5669
MEM 6509.429688 1616578601.6672
MEM 6509.429688 1616578601.7674
MEM 6509.429688 1616578601.8677
MEM 6509.429688 1616578601.9679
MEM 6509.429688 1616578602.0682
MEM 5603.996094 1616578602.1684
MEM 5087.394531 1616578602.2688
MEM 5151.585938 1616578602.3690
MEM 5151.585938 1616578602.4693
MEM 5151.585938 1616578602.5695
MEM 5155.710938 1616578602.6698
MEM 5155.710938 1616578602.7701
MEM 5155.710938 1616578602.8703
MEM 5155.710938 1616578602.9706
MEM 5155.710938 1616578603.0708
MEM 5230.992188 1616578603.1711
MEM 5257.546875 1616578603.2713
MEM 5257.539062 1616578603.3717
MEM 5302.597656 1616578603.4723
MEM 5398.921875 1616578603.5725
MEM 5469.742188 1616578603.6728
MEM 5500.648438 1616578603.7730
MEM 5597.503906 1616578603.8732
MEM 5691.578125 1616578603.9735
MEM 5779.125000 1616578604.0738
MEM 5811.328125 1616578604.1740
MEM 5811.328125 1616578604.2742
MEM 5811.328125 1616578604.3744
MEM 5811.328125 1616578604.4747
MEM 5811.328125 1616578604.5750
MEM 5909.285156 1616578604.6753
MEM 5973.214844 1616578604.7755
MEM 5973.214844 1616578604.8757
MEM 5973.214844 1616578604.9760
MEM 5973.214844 1616578605.0762
MEM 5975.019531 1616578605.1765
MEM 5975.019531 1616578605.2767
MEM 5975.019531 1616578605.3770
MEM 5975.019531 1616578605.4772
MEM 5975.019531 1616578605.5775
MEM 6037.152344 1616578605.6778
MEM 6037.152344 1616578605.7780
MEM 6037.152344 1616578605.8783
MEM 6037.152344 1616578605.9785
MEM 6039.214844 1616578606.0788
MEM 6039.214844 1616578606.1791
MEM 6039.214844 1616578606.2793
MEM 6039.214844 1616578606.3796
MEM 6039.214844 1616578606.4799
MEM 6039.214844 1616578606.5801
MEM 6039.214844 1616578606.6804
MEM 6101.089844 1616578606.7807
MEM 6101.089844 1616578606.8809
MEM 6101.089844 1616578606.9811
MEM 6103.152344 1616578607.0814
MEM 6103.152344 1616578607.1816
MEM 6103.152344 1616578607.2819
MEM 6103.152344 1616578607.3821
MEM 6103.152344 1616578607.4824
MEM 6165.027344 1616578607.5826
MEM 6165.027344 1616578607.6829
MEM 6165.027344 1616578607.7831
MEM 6165.027344 1616578607.8834
MEM 6165.027344 1616578607.9837
MEM 6167.089844 1616578608.0839
MEM 6167.089844 1616578608.1842
MEM 6167.089844 1616578608.2844
MEM 6167.089844 1616578608.3847
MEM 6167.089844 1616578608.4850
MEM 6229.222656 1616578608.5853
MEM 6229.222656 1616578608.6855
MEM 6229.222656 1616578608.7858
MEM 6229.222656 1616578608.8860
MEM 6231.027344 1616578608.9863
MEM 6231.027344 1616578609.0865
MEM 6231.027344 1616578609.1868
MEM 6231.027344 1616578609.2870
MEM 6231.027344 1616578609.3873
MEM 6231.027344 1616578609.4876
MEM 6239.792969 1616578609.5878
MEM 6293.160156 1616578609.6880
MEM 6293.160156 1616578609.7883
MEM 6295.222656 1616578609.8886
MEM 6295.222656 1616578609.9888
MEM 6295.222656 1616578610.0891
MEM 6295.222656 1616578610.1893
MEM 6357.097656 1616578610.2896
MEM 6357.097656 1616578610.3899
MEM 6359.160156 1616578610.4901
MEM 6359.160156 1616578610.5904
MEM 6359.160156 1616578610.6906
MEM 6359.160156 1616578610.7910
MEM 6361.222656 1616578610.8912
MEM 6421.035156 1616578610.9915
MEM 6421.035156 1616578611.0917
MEM 6423.097656 1616578611.1920
MEM 6423.097656 1616578611.2923
MEM 6423.097656 1616578611.3926
MEM 6423.097656 1616578611.4929
MEM 6423.097656 1616578611.5931
MEM 6423.097656 1616578611.6934
MEM 6423.097656 1616578611.7937
MEM 6485.230469 1616578611.8939
MEM 6485.230469 1616578611.9942
MEM 6485.230469 1616578612.0944
MEM 6487.035156 1616578612.1947
MEM 6487.035156 1616578612.2950
MEM 6487.035156 1616578612.3953
MEM 6487.035156 1616578612.4955
MEM 6487.035156 1616578612.5958
MEM 6544.011719 1616578612.6961
MEM 5087.320312 1616578612.7966
MEM 5087.320312 1616578612.8972
MEM 5087.320312 1616578612.9978
MEM 5087.320312 1616578613.0984
MEM 5087.320312 1616578613.1991
MEM 5087.320312 1616578613.2996
MEM 5087.320312 1616578613.4002
MEM 5087.320312 1616578613.5008
MEM 5087.320312 1616578613.6015
MEM 5087.320312 1616578613.7021
MEM 5087.320312 1616578613.8027
MEM 5087.320312 1616578613.9033
MEM 5087.320312 1616578614.0039
MEM 5087.320312 1616578614.1045
MEM 5087.320312 1616578614.2051
MEM 5087.320312 1616578614.3057
MEM 5087.320312 1616578614.4062
MEM 5087.320312 1616578614.5068
MEM 5087.320312 1616578614.6074
MEM 5087.320312 1616578614.7079
MEM 5087.320312 1616578614.8085
MEM 5087.320312 1616578614.9092
MEM 5087.320312 1616578615.0098
MEM 5087.320312 1616578615.1103
MEM 5087.320312 1616578615.2110
MEM 5087.320312 1616578615.3115
MEM 5087.320312 1616578615.4121
MEM 5087.320312 1616578615.5127
MEM 5087.320312 1616578615.6133
MEM 5087.320312 1616578615.7138
MEM 5087.320312 1616578615.8144
MEM 5087.320312 1616578615.9150
MEM 5087.320312 1616578616.0156
MEM 5087.320312 1616578616.1162
MEM 5087.320312 1616578616.2167
MEM 5087.320312 1616578616.3173
MEM 5087.320312 1616578616.4178
MEM 5087.320312 1616578616.5184
MEM 5087.320312 1616578616.6190
MEM 5087.320312 1616578616.7193
MEM 5087.320312 1616578616.8196
MEM 5087.320312 1616578616.9198
MEM 5087.320312 1616578617.0206
MEM 5087.320312 1616578617.1211
MEM 5087.320312 1616578617.2217
MEM 5087.320312 1616578617.3223
MEM 5087.320312 1616578617.4226
MEM 5087.320312 1616578617.5232
MEM 5087.320312 1616578617.6238
MEM 5087.320312 1616578617.7244
MEM 5087.320312 1616578617.8249
MEM 5087.320312 1616578617.9255
MEM 5087.320312 1616578618.0261
MEM 5087.320312 1616578618.1264
MEM 5087.320312 1616578618.2270
MEM 5087.316406 1616578618.3276
MEM 5087.316406 1616578618.4281
MEM 5087.316406 1616578618.5284
MEM 5087.316406 1616578618.6286
MEM 5087.316406 1616578618.7289
MEM 5087.316406 1616578618.8292
MEM 5087.316406 1616578618.9295
MEM 5087.316406 1616578619.0297
MEM 5087.316406 1616578619.1300
MEM 5093.500000 1616578619.2303
MEM 5093.500000 1616578619.3306
MEM 5093.500000 1616578619.4308
MEM 5093.500000 1616578619.5311
MEM 5193.531250 1616578619.6313
MEM 5197.398438 1616578619.7316
MEM 5197.398438 1616578619.8318
MEM 5197.398438 1616578619.9321
MEM 5197.398438 1616578620.0324
MEM 5197.398438 1616578620.1326
MEM 5299.492188 1616578620.2329
MEM 5299.492188 1616578620.3331
MEM 5299.492188 1616578620.4334
MEM 5299.492188 1616578620.5336
MEM 5386.375000 1616578620.6340
MEM 5399.523438 1616578620.7342
MEM 5399.523438 1616578620.8345
MEM 5403.390625 1616578620.9348
MEM 5403.390625 1616578621.0351
MEM 5403.390625 1616578621.1353
MEM 5403.390625 1616578621.2356
MEM 5403.390625 1616578621.3358
MEM 5403.390625 1616578621.4361
MEM 5403.390625 1616578621.5364
MEM 5438.316406 1616578621.6366
MEM 5438.316406 1616578621.7368
MEM 5438.316406 1616578621.8371
MEM 5438.316406 1616578621.9374
MEM 5473.632812 1616578622.0376
MEM 5570.277344 1616578622.1378
MEM 5570.277344 1616578622.2381
MEM 5570.277344 1616578622.3383
MEM 5570.277344 1616578622.4386
MEM 5570.277344 1616578622.5388
MEM 5570.277344 1616578622.6390
MEM 5632.867188 1616578622.7393
MEM 5728.160156 1616578622.8395
MEM 5753.148438 1616578622.9398
MEM 5769.125000 1616578623.0400
MEM 5809.320312 1616578623.1403
MEM 5929.023438 1616578623.2405
MEM 5974.128906 1616578623.3408
MEM 5974.128906 1616578623.4410
MEM 5974.128906 1616578623.5412
MEM 5974.128906 1616578623.6415
MEM 5990.628906 1616578623.7418
MEM 6077.746094 1616578623.8420
MEM 6077.746094 1616578623.9422
MEM 6077.746094 1616578624.0425
MEM 6079.808594 1616578624.1428
MEM 6079.808594 1616578624.2431
MEM 6079.808594 1616578624.3433
MEM 6079.808594 1616578624.4436
MEM 6125.957031 1616578624.5437
MEM 6141.683594 1616578624.6440
MEM 6141.683594 1616578624.7443
MEM 6143.746094 1616578624.8445
MEM 6143.746094 1616578624.9448
MEM 6143.746094 1616578625.0450
MEM 6143.746094 1616578625.1453
MEM 6172.621094 1616578625.2456
MEM 6205.621094 1616578625.3458
MEM 6207.683594 1616578625.4461
MEM 6207.683594 1616578625.5464
MEM 6207.683594 1616578625.6467
MEM 6207.683594 1616578625.7470
MEM 6207.683594 1616578625.8472
MEM 6253.316406 1616578625.9474
MEM 6269.816406 1616578626.0477
MEM 6271.621094 1616578626.1480
MEM 6271.621094 1616578626.2482
MEM 6271.621094 1616578626.3485
MEM 6271.621094 1616578626.4487
MEM 6333.753906 1616578626.5490
MEM 6333.753906 1616578626.6492
MEM 6335.816406 1616578626.7495
MEM 6335.816406 1616578626.8497
MEM 6335.816406 1616578626.9500
MEM 6335.816406 1616578627.0502
MEM 6335.816406 1616578627.1505
MEM 6335.816406 1616578627.2507
MEM 6397.691406 1616578627.3511
MEM 6397.691406 1616578627.4513
MEM 6397.691406 1616578627.5516
MEM 6397.691406 1616578627.6518
MEM 6399.753906 1616578627.7521
MEM 6399.753906 1616578627.8523
MEM 6399.753906 1616578627.9526
MEM 6399.753906 1616578628.0529
MEM 6399.753906 1616578628.1531
MEM 6399.753906 1616578628.2534
MEM 6461.628906 1616578628.3536
MEM 6461.628906 1616578628.4539
MEM 6463.691406 1616578628.5541
MEM 6463.691406 1616578628.6544
MEM 6463.691406 1616578628.7547
MEM 6463.691406 1616578628.8550
MEM 6525.824219 1616578628.9552
MEM 6525.824219 1616578629.0555
MEM 6527.628906 1616578629.1558
MEM 6527.628906 1616578629.2560
MEM 6527.628906 1616578629.3563
MEM 6527.628906 1616578629.4565
MEM 6527.628906 1616578629.5568
MEM 6589.761719 1616578629.6571
MEM 6589.761719 1616578629.7573
MEM 6589.761719 1616578629.8576
MEM 6591.824219 1616578629.9578
MEM 6591.824219 1616578630.0581
MEM 6591.824219 1616578630.1583
MEM 6591.824219 1616578630.2586
MEM 6591.824219 1616578630.3589
MEM 6591.824219 1616578630.4591
MEM 5846.972656 1616578630.5593
MEM 5086.878906 1616578630.6596
MEM 5093.062500 1616578630.7599
MEM 5093.062500 1616578630.8601
MEM 5093.062500 1616578630.9604
MEM 5193.093750 1616578631.0607
MEM 5196.960938 1616578631.1609
MEM 5196.960938 1616578631.2612
MEM 5212.687500 1616578631.3615
MEM 5296.992188 1616578631.4618
MEM 5299.054688 1616578631.5620
MEM 5323.289062 1616578631.6623
MEM 5399.085938 1616578631.7626
MEM 5399.085938 1616578631.8629
MEM 5402.953125 1616578631.9631
MEM 5402.953125 1616578632.0633
MEM 5402.953125 1616578632.1636
MEM 5402.953125 1616578632.2639
MEM 5454.398438 1616578632.3641
MEM 5517.285156 1616578632.4644
MEM 5592.031250 1616578632.5646
MEM 5684.832031 1616578632.6649
MEM 5799.519531 1616578632.7651
MEM 5876.589844 1616578632.8654
MEM 5962.914062 1616578632.9657
MEM 6045.117188 1616578633.0659
MEM 6100.507812 1616578633.1662
MEM 6100.507812 1616578633.2664
MEM 6102.570312 1616578633.3666
MEM 6102.570312 1616578633.4669
MEM 6102.570312 1616578633.5670
MEM 6164.445312 1616578633.6673
MEM 6164.445312 1616578633.7676
MEM 6164.445312 1616578633.8678
MEM 6164.445312 1616578633.9681
MEM 6164.445312 1616578634.0684
MEM 6166.507812 1616578634.1687
MEM 6166.507812 1616578634.2689
MEM 6166.507812 1616578634.3692
MEM 6166.507812 1616578634.4694
MEM 6166.507812 1616578634.5697
MEM 6166.507812 1616578634.6700
MEM 6166.507812 1616578634.7702
MEM 6228.640625 1616578634.8705
MEM 6228.640625 1616578634.9708
MEM 6228.640625 1616578635.0711
MEM 6230.445312 1616578635.1713
MEM 6230.445312 1616578635.2716
MEM 6230.445312 1616578635.3718
MEM 6292.578125 1616578635.4721
MEM 6292.578125 1616578635.5724
MEM 6292.578125 1616578635.6726
MEM 6294.640625 1616578635.7729
MEM 6294.640625 1616578635.8732
MEM 6294.640625 1616578635.9734
MEM 6294.640625 1616578636.0737
MEM 6294.640625 1616578636.1739
MEM 6294.640625 1616578636.2742
MEM 6356.515625 1616578636.3744
MEM 6356.515625 1616578636.4747
MEM 6356.515625 1616578636.5750
MEM 6356.515625 1616578636.6753
MEM 6358.578125 1616578636.7756
MEM 6358.578125 1616578636.8758
MEM 6358.578125 1616578636.9761
MEM 6396.476562 1616578637.0763
MEM 6420.453125 1616578637.1766
MEM 6536.468750 1616578637.2769
MEM 6536.468750 1616578637.3771
MEM 6536.468750 1616578637.4774
MEM 6536.468750 1616578637.5776
MEM 6536.468750 1616578637.6779
MEM 6538.531250 1616578637.7782
MEM 6538.531250 1616578637.8784
MEM 6538.531250 1616578637.9787
MEM 6538.531250 1616578638.0790
MEM 6538.531250 1616578638.1793
MEM 6600.664062 1616578638.2795
MEM 6600.664062 1616578638.3798
MEM 6600.664062 1616578638.4801
MEM 6602.468750 1616578638.5804
MEM 6602.468750 1616578638.6806
MEM 6602.468750 1616578638.7809
MEM 6636.500000 1616578638.8811
MEM 6664.601562 1616578638.9814
MEM 6664.601562 1616578639.0817
MEM 6666.664062 1616578639.1820
MEM 6666.664062 1616578639.2822
MEM 6666.664062 1616578639.3825
MEM 6666.664062 1616578639.4828
MEM 5678.906250 1616578639.5830
MEM 5102.371094 1616578639.6834
MEM 5151.097656 1616578639.7836
MEM 5155.222656 1616578639.8839
MEM 5155.222656 1616578639.9841
MEM 5155.222656 1616578640.0844
MEM 5171.464844 1616578640.1847
MEM 5257.058594 1616578640.2849
MEM 5257.058594 1616578640.3852
MEM 5257.058594 1616578640.4855
MEM 5357.089844 1616578640.5857
MEM 5361.214844 1616578640.6860
MEM 5361.214844 1616578640.7863
MEM 5361.214844 1616578640.8865
MEM 5460.988281 1616578640.9868
MEM 5460.988281 1616578641.0870
MEM 5460.988281 1616578641.1873
MEM 5460.988281 1616578641.2876
MEM 5465.113281 1616578641.3878
MEM 5465.113281 1616578641.4881
MEM 5465.113281 1616578641.5883
MEM 5465.113281 1616578641.6886
MEM 5465.113281 1616578641.7889
MEM 5465.113281 1616578641.8891
MEM 5524.265625 1616578641.9894
MEM 5569.367188 1616578642.0896
MEM 5569.367188 1616578642.1898
MEM 5569.367188 1616578642.2901
MEM 5569.367188 1616578642.3903
MEM 5586.367188 1616578642.4906
MEM 5621.941406 1616578642.5908
MEM 5717.828125 1616578642.6910
MEM 5805.675781 1616578642.7912
MEM 5805.675781 1616578642.8915
MEM 5806.183594 1616578642.9917
MEM 5889.699219 1616578643.0919
MEM 5889.699219 1616578643.1922
MEM 5889.699219 1616578643.2924
MEM 5896.140625 1616578643.3927
MEM 6012.097656 1616578643.4931
MEM 6073.441406 1616578643.5933
MEM 6109.007812 1616578643.6936
MEM 6110.812500 1616578643.7938
MEM 6110.812500 1616578643.8941
MEM 6110.812500 1616578643.9943
MEM 6172.945312 1616578644.0946
MEM 6172.945312 1616578644.1948
MEM 6172.945312 1616578644.2951
MEM 6172.945312 1616578644.3954
MEM 6172.945312 1616578644.4956
MEM 6219.351562 1616578644.5959
MEM 6234.820312 1616578644.6962
